Timestamp,24K
2021-02-14,908.0
2021-02-15,907.0
2021-02-16,898.0
2021-02-17,890.0
2021-02-18,890.0
2021-02-19,894.0
2021-02-20,894.0
2021-02-21,894.0
2021-02-22,904.0
2021-02-23,904.0
2021-02-24,897.0
2021-02-25,893.0
2021-02-26,874.0
2021-02-27,878.0
2021-02-28,878.0
2021-03-01,874.0
2021-03-02,874.0
2021-03-03,864.0
2021-03-04,864.0
2021-03-05,857.0
2021-03-06,857.0
2021-03-07,857.0
2021-03-08,852.0
2021-03-09,865.0
2021-03-10,871.0
2021-03-11,871.0
2021-03-12,869.0
2021-03-13,874.0
2021-03-14,874.0
2021-03-15,875.0
2021-03-16,874.0
2021-03-17,874.0
2021-03-18,871.0
2021-03-19,871.0
2021-03-20,877.0
2021-03-21,877.0
2021-03-22,874.0
2021-03-23,875.0
2021-03-24,875.0
2021-03-25,874.0
2021-03-26,871.0
2021-03-27,871.0
2021-03-28,871.0
2021-03-29,863.0
2021-03-30,849.0
2021-03-31,859.0
2021-04-01,863.0
2021-04-02,863.0
2021-04-03,866.0
2021-04-04,866.0
2021-04-05,864.0
2021-04-06,869.0
2021-04-07,869.0
2021-04-08,874.0
2021-04-09,871.0
2021-04-10,871.0
2021-04-11,871.0
2021-04-12,866.0
2021-04-13,866.0
2021-04-14,871.0
2021-04-15,875.0
2021-04-16,881.0
2021-04-17,881.0
2021-04-18,881.0
2021-04-19,886.0
2021-04-20,886.0
2021-04-21,890.0
2021-04-22,890.0
2021-04-23,894.0
2021-04-24,894.0
2021-04-25,894.0
2021-04-26,894.0
2021-04-27,894.0
2021-04-28,894.0
2021-04-29,888.0
2021-04-30,888.0
2021-05-01,888.0
2021-05-02,888.0
2021-05-03,888.0
2021-05-04,888.0
2021-05-05,889.0
2021-05-06,889.0
2021-05-07,904.0
2021-05-08,904.0
2021-05-09,905.0
2021-05-10,907.0
2021-05-11,905.0
2021-05-12,905.0
2021-05-13,905.0
2021-05-14,904.0
2021-05-15,906.0
2021-05-16,906.0
2021-05-17,913.0
2021-05-18,914.0
2021-05-19,920.0
2021-05-20,918.0
2021-05-21,921.0
2021-05-22,923.0
2021-05-23,923.0
2021-05-24,926.0
2021-05-25,930.0
2021-05-26,930.0
2021-05-27,928.0
2021-05-28,931.0
2021-05-29,934.0
2021-05-30,934.0
2021-05-31,935.0
2021-06-01,931.0
2021-06-02,931.0
2021-06-03,921.0
2021-06-04,926.0
2021-06-05,926.0
2021-06-06,926.0
2021-06-07,928.0
2021-06-08,927.0
2021-06-09,928.0
2021-06-10,923.0
2021-06-11,922.0
2021-06-12,922.0
2021-06-13,922.0
2021-06-14,914.0
2021-06-15,911.0
2021-06-16,893.0
2021-06-17,875.0
2021-06-18,875.0
2021-06-19,875.0
2021-06-20,875.0
2021-06-21,880.0
2021-06-22,880.0
2021-06-23,882.0
2021-06-24,882.0
2021-06-25,886.0
2021-06-26,889.0
2021-06-27,889.0
2021-06-28,889.0
2021-06-29,886.0
2021-06-30,887.0
2021-07-01,887.0
2021-07-02,890.0
2021-07-03,891.0
2021-07-04,891.0
2021-07-05,891.0
2021-07-06,897.0
2021-07-07,897.0
2021-07-08,900.0
2021-07-09,897.0
2021-07-10,897.0
2021-07-11,897.0
2021-07-12,900.0
2021-07-13,900.0
2021-07-14,907.0
2021-07-15,910.0
2021-07-16,907.0
2021-07-17,905.0
2021-07-18,905.0
2021-07-19,902.0
2021-07-20,904.0
2021-07-21,900.0
2021-07-22,903.0
2021-07-23,902.0
2021-07-24,902.0
2021-07-25,902.0
2021-07-26,902.0
2021-07-27,900.0
2021-07-28,902.0
2021-07-29,912.0
2021-07-30,908.0
2021-07-31,908.0
2021-08-01,908.0
2021-08-02,906.0
2021-08-03,906.0
2021-08-04,910.0
2021-08-05,905.0
2021-08-06,888.0
2021-08-07,888.0
2021-08-08,888.0
2021-08-09,871.0
2021-08-10,871.0
2021-08-11,880.0
2021-08-12,881.0
2021-08-13,893.0
2021-08-14,893.0
2021-08-15,893.0
2021-08-16,894.0
2021-08-17,898.0
2021-08-18,898.0
2021-08-19,897.0
2021-08-20,897.0
2021-08-21,894.0
2021-08-22,894.0
2021-08-23,904.0
2021-08-24,904.0
2021-08-25,897.0
2021-08-26,897.0
2021-08-27,905.0
2021-08-28,905.0
2021-08-29,905.0
2021-08-30,904.0
2021-08-31,904.0
2021-09-01,904.0
2021-09-02,900.0
2021-09-03,906.0
2021-09-04,904.0
2021-09-05,904.0
2021-09-06,902.0
2021-09-07,896.0
2021-09-08,894.0
2021-09-09,897.0
2021-09-10,897.0
2021-09-11,897.0
2021-09-12,897.0
2021-09-13,896.0
2021-09-14,900.0
2021-09-15,900.0
2021-09-16,883.0
2021-09-17,881.0
2021-09-18,881.0
2021-09-19,881.0
2021-09-20,883.0
2021-09-21,891.0
2021-09-22,889.0
2021-09-23,877.0
2021-09-24,880.0
2021-09-25,880.0
2021-09-26,880.0
2021-09-27,880.0
2021-09-28,880.0
2021-09-29,872.0
2021-09-30,880.0
2021-10-01,882.0
2021-10-02,882.0
2021-10-03,882.0
2021-10-04,882.0
2021-10-05,882.0
2021-10-06,882.0
2021-10-07,882.0
2021-10-08,883.0
2021-10-09,883.0
2021-10-10,883.0
2021-10-11,880.0
2021-10-12,882.0
2021-10-13,896.0
2021-10-14,898.0
2021-10-15,888.0
2021-10-16,888.0
2021-10-17,888.0
2021-10-18,888.0
2021-10-19,889.0
2021-10-20,888.0
2021-10-21,888.0
2021-10-22,891.0
2021-10-23,891.0
2021-10-24,891.0
2021-10-25,898.0
2021-10-26,891.0
2021-10-27,891.0
2021-10-28,894.0
2021-10-29,889.0
2021-10-30,889.0
2021-10-31,889.0
2021-11-01,889.0
2021-11-02,893.0
2021-11-03,886.0
2021-11-04,893.0
2021-11-05,897.0
2021-11-06,897.0
2021-11-07,897.0
2021-11-08,898.0
2021-11-09,900.0
2021-11-10,913.0
2021-11-11,926.0
2021-11-12,930.0
2021-11-13,928.0
2021-11-14,928.0
2021-11-15,930.0
2021-11-16,926.0
2021-11-17,929.0
2021-11-18,930.0
2021-11-19,930.0
2021-11-20,922.0
2021-11-21,922.0
2021-11-22,912.0
2021-11-23,905.0
2021-11-24,896.0
2021-11-25,900.0
2021-11-26,907.0
2021-11-27,900.0
2021-11-28,900.0
2021-11-29,904.0
2021-11-30,894.0
2021-12-01,897.0
2021-12-02,890.0
2021-12-03,896.0
2021-12-04,896.0
2021-12-05,896.0
2021-12-06,896.0
2021-12-07,896.0
2021-12-08,896.0
2021-12-09,893.0
2021-12-10,896.0
2021-12-11,894.0
2021-12-12,894.0
2021-12-13,894.0
2021-12-14,894.0
2021-12-15,889.0
2021-12-16,900.0
2021-12-17,903.0
2021-12-18,900.0
2021-12-19,900.0
2021-12-20,900.0
2021-12-21,900.0
2021-12-22,900.0
2021-12-23,903.0
2021-12-24,903.0
2021-12-25,903.0
2021-12-26,903.0
2021-12-27,903.0
2021-12-28,906.0
2021-12-29,903.0
2021-12-30,904.0
2021-12-31,908.0
2022-01-01,912.0
2022-01-02,912.0
2022-01-03,906.0
2022-01-04,905.0
2022-01-05,913.0
2022-01-06,898.0
2022-01-07,898.0
2022-01-08,898.0
2022-01-09,898.0
2022-01-10,900.0
2022-01-11,910.0
2022-01-12,908.0
2022-01-13,910.0
2022-01-14,910.0
2022-01-15,908.0
2022-01-16,908.0
2022-01-17,908.0
2022-01-18,906.0
2022-01-19,918.0
2022-01-20,920.0
2022-01-21,917.0
2022-01-22,917.0
2022-01-23,917.0
2022-01-24,919.0
2022-01-25,922.0
2022-01-26,922.0
2022-01-27,904.0
2022-01-28,897.0
2022-01-29,900.0
2022-01-30,900.0
2022-01-31,902.0
2022-02-01,902.0
2022-02-02,905.0
2022-02-03,905.0
2022-02-04,908.0
2022-02-05,905.0
2022-02-06,905.0
2022-02-07,908.0
2022-02-08,911.0
2022-02-09,911.0
2022-02-10,915.0
2022-02-11,930.0
2022-02-12,929.0
2022-02-13,929.0
2022-02-14,929.0
2022-02-15,926.0
2022-02-16,926.0
2022-02-17,947.0
2022-02-18,947.0
2022-02-19,949.0
2022-02-20,950.0
2022-02-21,947.0
2022-02-22,947.0
2022-02-23,947.0
2022-02-24,963.0
2022-02-25,947.0
2022-02-26,947.0
2022-02-27,951.0
2022-02-28,954.0
2022-03-01,966.0
2022-03-02,966.0
2022-03-03,971.0
2022-03-04,982.0
2022-03-05,991.0
2022-03-06,990.0
2022-03-07,989.0
2022-03-08,1023.0
2022-03-09,1007.0
2022-03-10,1007.0
2022-03-11,1011.0
2022-03-12,1014.0
2022-03-13,1014.0
2022-03-14,1019.0
2022-03-15,1011.0
2022-03-16,1011.0
2022-03-17,1023.0
2022-03-18,1019.0
2022-03-19,1019.0
2022-03-20,1019.0
2022-03-21,1171.0
2022-03-22,1166.0
2022-03-23,1131.0
2022-03-24,1139.0
2022-03-25,1131.0
2022-03-26,1131.0
2022-03-27,1131.0
2022-03-28,1126.0
2022-03-29,1114.0
2022-03-30,1114.0
2022-03-31,1120.0
2022-04-01,1109.0
2022-04-02,1109.0
2022-04-03,1109.0
2022-04-04,1109.0
2022-04-05,1126.0
2022-04-06,1118.0
2022-04-07,1126.0
2022-04-08,1135.0
2022-04-09,1137.0
2022-04-10,1146.0
2022-04-11,1162.0
2022-04-12,1171.0
2022-04-13,1166.0
2022-04-14,1166.0
2022-04-15,1166.0
2022-04-16,1166.0
2022-04-17,1166.0
2022-04-18,1197.0
2022-04-19,1211.0
2022-04-20,1269.0
2022-04-21,1252.0
2022-04-22,1252.0
2022-04-23,1252.0
2022-04-24,1252.0
2022-04-25,1252.0
2022-04-26,1269.0
2022-04-27,1269.0
2022-04-28,1252.0
2022-04-29,1286.0
2022-04-30,1297.0
2022-05-01,1326.0
2022-05-02,1297.0
2022-05-03,1314.0
2022-05-04,1331.0
2022-05-05,1394.0
2022-05-06,1429.0
2022-05-07,1383.0
2022-05-08,1383.0
2022-05-09,1383.0
2022-05-10,1343.0
2022-05-11,1343.0
2022-05-12,1303.0
2022-05-13,1286.0
2022-05-14,1274.0
2022-05-15,1246.0
2022-05-16,1234.0
2022-05-17,1223.0
2022-05-18,1200.0
2022-05-19,1200.0
2022-05-20,1160.0
2022-05-21,1166.0
2022-05-22,1166.0
2022-05-23,1200.0
2022-05-24,1200.0
2022-05-25,1206.0
2022-05-26,1200.0
2022-05-27,1200.0
2022-05-28,1188.0
2022-05-29,1188.0
2022-05-30,1171.0
2022-05-31,1154.0
2022-06-01,1149.0
2022-06-02,1160.0
2022-06-03,1160.0
2022-06-04,1149.0
2022-06-05,1149.0
2022-06-06,1149.0
2022-06-07,1149.0
2022-06-08,1148.0
2022-06-09,1139.0
2022-06-10,1148.0
2022-06-11,1148.0
2022-06-12,1148.0
2022-06-13,1139.0
2022-06-14,1135.0
2022-06-15,1145.0
2022-06-16,1140.0
2022-06-17,1145.0
2022-06-18,1149.0
2022-06-19,1149.0
2022-06-20,1149.0
2022-06-21,1149.0
2022-06-22,1152.0
2022-06-23,1152.0
2022-06-24,1149.0
2022-06-25,1149.0
2022-06-26,1149.0
2022-06-27,1149.0
2022-06-28,1149.0
2022-06-29,1137.0
2022-06-30,1131.0
2022-07-01,1131.0
2022-07-02,1131.0
2022-07-03,1132.0
2022-07-04,1120.0
2022-07-05,1097.0
2022-07-06,1097.0
2022-07-07,1126.0
2022-07-08,1143.0
2022-07-09,1143.0
2022-07-10,1143.0
2022-07-11,1143.0
2022-07-12,1143.0
2022-07-13,1143.0
2022-07-14,1131.0
2022-07-15,1131.0
2022-07-16,1131.0
2022-07-17,1131.0
2022-07-18,1114.0
2022-07-19,1118.0
2022-07-20,1126.0
2022-07-21,1126.0
2022-07-22,1131.0
2022-07-23,1128.0
2022-07-24,1128.0
2022-07-25,1128.0
2022-07-26,1128.0
2022-07-27,1128.0
2022-07-28,1135.0
2022-07-29,1143.0
2022-07-30,1160.0
2022-07-31,1170.0
2022-08-01,1177.0
2022-08-02,1177.0
2022-08-03,1183.0
2022-08-04,1223.0
2022-08-05,1217.0
2022-08-06,1217.0
2022-08-07,1217.0
2022-08-08,1225.0
2022-08-09,1209.0
2022-08-10,1200.0
2022-08-11,1186.0
2022-08-12,1207.0
2022-08-13,1214.0
2022-08-14,1214.0
2022-08-15,1214.0
2022-08-16,1245.0
2022-08-17,1234.0
2022-08-18,1245.0
2022-08-19,1234.0
2022-08-20,1234.0
2022-08-21,1234.0
2022-08-22,1234.0
2022-08-23,1234.0
2022-08-24,1228.0
2022-08-25,1233.0
2022-08-26,1233.0
2022-08-27,1233.0
2022-08-28,1240.0
2022-08-29,1240.0
2022-08-30,1254.0
2022-08-31,1269.0
2022-09-01,1257.0
2022-09-02,1274.0
2022-09-03,1274.0
2022-09-04,1274.0
2022-09-05,1263.0
2022-09-06,1263.0
2022-09-07,1263.0
2022-09-08,1274.0
2022-09-09,1274.0
2022-09-10,1274.0
2022-09-11,1274.0
2022-09-12,1274.0
2022-09-13,1274.0
2022-09-14,1273.0
2022-09-15,1274.0
2022-09-16,1274.0
2022-09-17,1274.0
2022-09-18,1274.0
2022-09-19,1278.0
2022-09-20,1282.0
2022-09-21,1312.0
2022-09-22,1302.0
2022-09-23,1308.0
2022-09-24,1291.0
2022-09-25,1291.0
2022-09-26,1291.0
2022-09-27,1288.0
2022-09-28,1286.0
2022-09-29,1288.0
2022-09-30,1286.0
2022-10-01,1274.0
2022-10-02,1263.0
2022-10-03,1234.0
2022-10-04,1252.0
2022-10-05,1252.0
2022-10-06,1223.0
2022-10-07,1223.0
2022-10-08,1246.0
2022-10-09,1246.0
2022-10-10,1257.0
2022-10-11,1269.0
2022-10-12,1274.0
2022-10-13,1280.0
2022-10-14,1280.0
2022-10-15,1274.0
2022-10-16,1274.0
2022-10-17,1274.0
2022-10-18,1269.0
2022-10-19,1269.0
2022-10-20,1269.0
2022-10-21,1269.0
2022-10-22,1269.0
2022-10-23,1269.0
2022-10-24,1286.0
2022-10-25,1291.0
2022-10-26,1300.0
2022-10-27,1371.0
2022-10-28,1403.0
2022-10-29,1394.0
2022-10-30,1394.0
2022-10-31,1382.0
2022-11-01,1383.0
2022-11-02,1383.0
2022-11-03,1383.0
2022-11-04,1383.0
2022-11-05,1383.0
2022-11-06,1383.0
2022-11-07,1383.0
2022-11-08,1388.0
2022-11-09,1388.0
2022-11-10,1388.0
2022-11-11,1434.0
2022-11-12,1451.0
2022-11-13,1451.0
2022-11-14,1440.0
2022-11-15,1446.0
2022-11-16,1446.0
2022-11-17,1454.0
2022-11-18,1457.0
2022-11-19,1474.0
2022-11-20,1474.0
2022-11-21,1497.0
2022-11-22,1537.0
2022-11-23,1560.0
2022-11-24,1571.0
2022-11-25,1611.0
2022-11-26,1651.0
2022-11-27,1668.5
2022-11-28,1657.0
2022-11-29,1668.5
2022-11-30,1697.0
2022-12-01,1748.0
2022-12-02,1788.0
2022-12-03,1788.0
2022-12-04,1966.0
2022-12-05,1966.0
2022-12-06,2034.0
2022-12-07,1948.0
2022-12-08,1886.0
2022-12-09,1943.0
2022-12-10,1943.0
2022-12-11,1943.0
2022-12-12,1943.0
2022-12-13,1943.0
2022-12-14,1943.0
2022-12-15,1943.0
2022-12-16,1943.0
2022-12-17,2057.0
2022-12-18,2057.0
2022-12-19,1943.0
2022-12-20,1977.0
2022-12-21,2000.0
2022-12-22,2000.0
2022-12-23,2000.0
2022-12-24,1914.0
2022-12-25,1886.0
2022-12-26,1840.0
2022-12-27,1794.0
2022-12-28,1794.0
2022-12-29,1823.0
2022-12-30,1943.0
2022-12-31,1943.0
2023-01-01,1920.0
2023-01-02,1903.0
2023-01-03,1903.0
2023-01-04,2000.0
2023-01-05,2000.0
2023-01-06,2029.0
2023-01-07,2029.0
2023-01-08,2029.0
2023-01-09,2069.0
2023-01-10,1966.0
2023-01-11,1966.0
2023-01-12,1966.0
2023-01-13,1966.0
2023-01-14,1966.0
2023-01-15,1966.0
2023-01-16,2069.0
2023-01-17,2057.0
2023-01-18,2057.0
2023-01-19,2057.0
2023-01-20,2057.0
2023-01-21,2034.0
2023-01-22,2034.0
2023-01-23,2034.0
2023-01-24,2023.0
2023-01-25,2017.0
2023-01-26,2017.0
2023-01-27,2011.0
2023-01-28,2006.0
2023-01-29,2000.0
2023-01-30,1989.0
2023-01-31,1943.0
2023-02-01,2011.0
2023-02-02,2011.0
2023-02-03,1972.0
2023-02-04,1954.0
2023-02-05,1966.0
2023-02-06,1966.0
2023-02-07,1960.0
2023-02-08,1960.0
2023-02-09,1977.0
2023-02-10,1972.0
2023-02-11,1966.0
2023-02-12,1966.0
2023-02-13,1960.0
2023-02-14,1960.0
2023-02-15,1943.0
2023-02-16,1937.0
2023-02-17,1937.0
2023-02-18,1932.0
2023-02-19,1932.0
2023-02-20,1932.0
2023-02-21,1932.0
2023-02-22,1932.0
2023-02-23,1926.0
2023-02-24,1926.0
2023-02-25,1926.0
2023-02-26,1926.0
2023-02-27,1918.0
2023-02-28,1918.0
2023-03-01,1977.0
2023-03-02,1988.0
2023-03-03,2046.0
2023-03-04,2093.0
2023-03-05,2097.0
2023-03-06,2114.0
2023-03-07,2097.0
2023-03-08,2097.0
2023-03-09,2114.0
2023-03-10,2131.0
2023-03-11,2131.0
2023-03-12,2131.0
2023-03-13,2131.0
2023-03-14,2194.0
2023-03-15,2194.0
2023-03-16,2194.0
2023-03-17,2309.0
2023-03-18,2411.0
2023-03-19,2411.0
2023-03-20,2331.0
2023-03-21,2251.0
2023-03-22,2320.0
2023-03-23,2320.0
2023-03-24,2343.0
2023-03-25,2308.5
2023-03-26,2308.5
2023-03-27,2354.0
2023-03-28,2434.0
2023-03-29,2434.0
2023-03-30,2514.0
2023-03-31,2583.0
2023-04-01,2537.0
2023-04-02,2492.0
2023-04-03,2492.0
2023-04-04,2514.0
2023-04-05,2549.0
2023-04-06,2480.0
2023-04-07,2480.0
2023-04-08,2474.0
2023-04-09,2474.0
2023-04-10,2474.0
2023-04-11,2526.0
2023-04-12,2571.0
2023-04-13,2605.0
2023-04-14,2605.0
2023-04-15,2600.0
2023-04-16,2668.5
2023-04-17,2686.0
2023-04-18,2743.0
2023-04-19,2788.0
2023-04-20,2743.0
2023-04-21,2743.0
2023-04-22,2743.0
2023-04-23,2823.0
2023-04-24,2869.0
2023-04-25,2869.0
2023-04-26,2869.0
2023-04-27,2869.0
2023-04-28,2869.0
2023-04-29,2869.0
2023-04-30,2869.0
2023-05-01,2869.0
2023-05-02,2869.0
2023-05-03,2869.0
2023-05-04,2869.0
2023-05-05,2869.0
2023-05-06,2869.0
2023-05-07,2869.0
2023-05-08,2869.0
2023-05-09,2937.0
2023-05-10,2931.0
2023-05-11,2880.0
2023-05-12,2800.0
2023-05-13,2800.0
2023-05-14,2715.0
