Date,AVG
2021-06-01,18.9825
2021-06-02,19.6875
2021-06-03,20.900000000000002
2021-06-04,19.205
2021-06-05,19.205
2021-06-06,19.205
2021-06-07,21.777500000000003
2021-06-08,19.932499999999997
2021-06-09,20.61
2021-06-10,18.819999999999997
2021-06-11,19.26
2021-06-12,19.26
2021-06-13,19.26
2021-06-14,18.197500000000005
2021-06-15,18.5275
2021-06-16,23.625
2021-06-17,19.5225
2021-06-18,22.107499999999998
2021-06-19,22.107499999999998
2021-06-20,22.107499999999998
2021-06-21,21.6675
2021-06-22,21.4775
2021-06-23,28.8675
2021-06-24,17.935000000000002
2021-06-25,17.1125
2021-06-26,17.1125
2021-06-27,17.1125
2021-06-28,18.252499999999998
2021-06-29,18.427500000000002
2021-06-30,18.612499999999997
2021-07-01,18.8375
2021-07-02,19.08
2021-07-03,19.08
2021-07-04,19.08
2021-07-05,19.08
2021-07-06,19.24
2021-07-07,20.845
2021-07-08,24.599999999999998
2021-07-09,21.310000000000002
2021-07-10,21.310000000000002
2021-07-11,21.310000000000002
2021-07-12,18.502499999999998
2021-07-13,18.117500000000003
2021-07-14,18.27
2021-07-15,17.88
2021-07-16,18.8725
2021-07-17,18.8725
2021-07-18,18.8725
2021-07-19,23.665
2021-07-20,22.65
2021-07-21,20.845
2021-07-22,19.6025
2021-07-23,20.4225
2021-07-24,20.4225
2021-07-25,20.4225
2021-07-26,24.25
2021-07-27,31.0075
2021-07-28,30.73
2021-07-29,23.1275
2021-07-30,25.8375
2021-07-31,25.8375
2021-08-01,25.8375
2021-08-02,23.724999999999998
2021-08-03,23.157500000000002
2021-08-04,23.3
2021-08-05,21.57
2021-08-06,23.5025
2021-08-07,23.5025
2021-08-08,23.5025
2021-08-09,20.2925
2021-08-10,24.617500000000003
2021-08-11,19.0775
2021-08-12,19.307499999999997
2021-08-13,18.9875
2021-08-14,18.9875
2021-08-15,18.9875
2021-08-16,18.985
2021-08-17,21.310000000000002
2021-08-18,21.490000000000002
2021-08-19,24.4225
2021-08-20,24.689999999999998
2021-08-21,24.689999999999998
2021-08-22,24.689999999999998
2021-08-23,23.2975
2021-08-24,22.0725
2021-08-25,23.125
2021-08-26,21.7225
2021-08-27,21.404999999999998
2021-08-28,21.404999999999998
2021-08-29,21.404999999999998
2021-08-30,20.965
2021-08-31,19.9625
2021-09-01,19.307499999999997
2021-09-02,19.795
2021-09-03,19.63
2021-09-04,19.63
2021-09-05,19.63
2021-09-06,19.63
2021-09-07,20.2875
2021-09-08,20.990000000000002
2021-09-09,22.6175
2021-09-10,21.035
2021-09-11,21.035
2021-09-12,21.035
2021-09-13,22.917499999999997
2021-09-14,22.0975
2021-09-15,22.485
2021-09-16,21.972500000000004
2021-09-17,21.439999999999998
2021-09-18,21.439999999999998
2021-09-19,21.439999999999998
2021-09-20,28.145000000000003
2021-09-21,29.25
2021-09-22,27.4625
2021-09-23,24.564999999999998
2021-09-24,24.942500000000003
2021-09-25,24.942500000000003
2021-09-26,24.942500000000003
2021-09-27,24.82
2021-09-28,27.0775
2021-09-29,28.335
2021-09-30,27.555000000000003
2021-10-01,26.602500000000003
2021-10-02,26.602500000000003
2021-10-03,26.602500000000003
2021-10-04,27.48
2021-10-05,26.080000000000002
2021-10-06,27.235000000000003
2021-10-07,31.7725
2021-10-08,22.93
2021-10-09,22.93
2021-10-10,22.93
2021-10-11,19.2
2021-10-12,22.502499999999998
2021-10-13,20.635
2021-10-14,19.240000000000002
2021-10-15,16.1825
2021-10-16,16.1825
2021-10-17,16.1825
2021-10-18,19.745
2021-10-19,21.065
2021-10-20,19.9025
2021-10-21,20.08
2021-10-22,20.432499999999997
2021-10-23,20.432499999999997
2021-10-24,20.432499999999997
2021-10-25,20.589999999999996
2021-10-26,20.58
2021-10-27,21.255000000000003
2021-10-28,21.099999999999998
2021-10-29,22.042499999999997
2021-10-30,22.042499999999997
2021-10-31,22.042499999999997
2021-11-01,22.595000000000002
2021-11-02,22.189999999999998
2021-11-03,22.17
2021-11-04,21.05
2021-11-05,21.08
2021-11-06,21.08
2021-11-07,21.08
2021-11-08,22.9425
2021-11-09,22.98
2021-11-10,23.1125
2021-11-11,21.385
2021-11-12,23.17
2021-11-13,23.17
2021-11-14,23.17
2021-11-15,23.43
2021-11-16,24.025
2021-11-17,21.66
2021-11-18,22.6675
2021-11-19,23.095
2021-11-20,23.095
2021-11-21,23.095
2021-11-22,23.3175
2021-11-23,24.0225
2021-11-24,23.4175
2021-11-25,23.4175
2021-11-26,27.049999999999997
2021-11-27,27.049999999999997
2021-11-28,27.049999999999997
2021-11-29,28.3075
2021-11-30,27.990000000000002
2021-12-01,32.875
2021-12-02,28.022500000000004
2021-12-03,29.05
2021-12-04,29.05
2021-12-05,29.05
2021-12-06,30.0675
2021-12-07,25.9125
2021-12-08,22.644999999999996
2021-12-09,24.6675
2021-12-10,20.325
2021-12-11,20.325
2021-12-12,20.325
2021-12-13,19.357499999999998
2021-12-14,24.415
2021-12-15,24.754999999999995
2021-12-16,24.86
2021-12-17,24.2825
2021-12-18,24.2825
2021-12-19,24.2825
2021-12-20,26.915
2021-12-21,25.755000000000003
2021-12-22,22.8525
2021-12-23,21.182499999999997
2021-12-24,21.182499999999997
2021-12-25,21.182499999999997
2021-12-26,21.182499999999997
2021-12-27,21.424999999999997
2021-12-28,20.56
2021-12-29,21.722500000000004
2021-12-30,19.9325
2021-12-31,22.7025
2022-01-01,22.7025
2022-01-02,22.7025
2022-01-03,20.240000000000002
2022-01-04,19.43
2022-01-05,21.805
2022-01-06,23.490000000000002
2022-01-07,21.46
2022-01-08,21.46
2022-01-09,21.46
2022-01-10,27.220000000000002
2022-01-11,19.8525
2022-01-12,19.752499999999998
2022-01-13,21.92
2022-01-14,29.0175
2022-01-15,29.0175
2022-01-16,29.0175
2022-01-17,29.0175
2022-01-18,23.8825
2022-01-19,24.3525
2022-01-20,26.23
2022-01-21,27.145000000000003
2022-01-22,27.145000000000003
2022-01-23,27.145000000000003
2022-01-24,33.7025
2022-01-25,33.487500000000004
2022-01-26,26.52
2022-01-27,27.1575
2022-01-28,27.930000000000003
2022-01-29,27.930000000000003
2022-01-30,27.930000000000003
2022-01-31,24.697499999999998
2022-02-01,24.895000000000003
2022-02-02,26.3
2022-02-03,25.307499999999997
2022-02-04,25.825
2022-02-05,25.825
2022-02-06,25.825
2022-02-07,21.91
2022-02-08,23.32
2022-02-09,21.205
2022-02-10,22.997500000000002
2022-02-11,26.3175
2022-02-12,26.3175
2022-02-13,26.3175
2022-02-14,29.9125
2022-02-15,27.692500000000003
2022-02-16,25.53
2022-02-17,27.1
2022-02-18,29.175
2022-02-19,29.175
2022-02-20,29.175
2022-02-21,29.175
2022-02-22,31.8275
2022-02-23,32.4275
2022-02-24,42.135
2022-02-25,32.0225
2022-02-26,32.0225
2022-02-27,32.0225
2022-02-28,37.427499999999995
2022-03-01,36.7275
2022-03-02,34.825
2022-03-03,37.035
2022-03-04,39.745000000000005
2022-03-05,39.745000000000005
2022-03-06,39.745000000000005
2022-03-07,42.915
2022-03-08,42.49
2022-03-09,36.455
2022-03-10,35.79
2022-03-11,36.3275
2022-03-12,36.3275
2022-03-13,36.3275
2022-03-14,42.5175
2022-03-15,41.847500000000004
2022-03-16,34.1725
2022-03-17,33.739999999999995
2022-03-18,31.83
2022-03-19,31.83
2022-03-20,31.83
2022-03-21,31.169999999999998
2022-03-22,29.037499999999998
2022-03-23,29.1325
2022-03-24,27.605
2022-03-25,26.91
2022-03-26,26.91
2022-03-27,26.91
2022-03-28,35.6925
2022-03-29,23.665
2022-03-30,23.96
2022-03-31,26.2175
2022-04-01,22.707500000000003
2022-04-02,22.707500000000003
2022-04-03,22.707500000000003
2022-04-04,24.435
2022-04-05,24.365000000000002
2022-04-06,25.05
2022-04-07,25.475
2022-04-08,24.255
2022-04-09,24.255
2022-04-10,24.255
2022-04-11,24.4725
2022-04-12,23.53
2022-04-13,24.634999999999998
2022-04-14,21.695
2022-04-15,21.695
2022-04-16,21.695
2022-04-17,21.695
2022-04-18,26.049999999999997
2022-04-19,23.3725
2022-04-20,22.685000000000002
2022-04-21,26.6475
2022-04-22,28.285
2022-04-23,28.285
2022-04-24,28.285
2022-04-25,31.435000000000002
2022-04-26,31.335000000000004
2022-04-27,31.4225
2022-04-28,29.549999999999997
2022-04-29,30.312500000000004
2022-04-30,30.312500000000004
2022-05-01,30.312500000000004
2022-05-02,32.1975
2022-05-03,30.247500000000002
2022-05-04,29.2975
2022-05-05,29.5475
2022-05-06,31.42
2022-05-07,31.42
2022-05-08,31.42
2022-05-09,31.995
2022-05-10,33.315000000000005
2022-05-11,33.224999999999994
2022-05-12,33.195
2022-05-13,31.597499999999997
2022-05-14,31.597499999999997
2022-05-15,31.597499999999997
2022-05-16,27.845
2022-05-17,26.712500000000002
2022-05-18,28.14
2022-05-19,30.1525
2022-05-20,27.6275
2022-05-21,27.6275
2022-05-22,27.6275
2022-05-23,26.7575
2022-05-24,29.019999999999996
2022-05-25,28.43
2022-05-26,26.3775
2022-05-27,26.11
2022-05-28,26.11
2022-05-29,26.11
2022-05-30,26.11
2022-05-31,26.085
2022-06-01,26.025
2022-06-02,25.7725
2022-06-03,25.4975
2022-06-04,25.4975
2022-06-05,25.4975
2022-06-06,25.2625
2022-06-07,26.5875
2022-06-08,27.3175
2022-06-09,23.852500000000003
2022-06-10,26.03
2022-06-11,26.03
2022-06-12,26.03
2022-06-13,32.0225
2022-06-14,30.01
2022-06-15,29.040000000000003
2022-06-16,29.585
2022-06-17,28.555
2022-06-18,28.555
2022-06-19,28.555
2022-06-20,28.555
2022-06-21,26.94
2022-06-22,30.8425
2022-06-23,27.347499999999997
2022-06-24,27.6725
2022-06-25,27.6725
2022-06-26,27.6725
2022-06-27,26.1575
2022-06-28,25.369999999999997
2022-06-29,26.41
2022-06-30,26.3075
2022-07-01,26.705
2022-07-02,26.705
2022-07-03,26.705
2022-07-04,26.705
2022-07-05,27.6825
2022-07-06,27.835
2022-07-07,25.7725
2022-07-08,26.145
2022-07-09,26.145
2022-07-10,26.145
2022-07-11,25.4625
2022-07-12,26.1
2022-07-13,25.9125
2022-07-14,27.75
2022-07-15,26.305
2022-07-16,26.305
2022-07-17,26.305
2022-07-18,27.6425
2022-07-19,26.322499999999998
2022-07-20,24.9525
2022-07-21,23.7825
2022-07-22,24.165
2022-07-23,24.165
2022-07-24,24.165
2022-07-25,24.485
2022-07-26,24.957500000000003
2022-07-27,24.722499999999997
2022-07-28,24.325
2022-07-29,22.855
2022-07-30,22.855
2022-07-31,22.855
2022-08-01,24.582500000000003
2022-08-02,26.0975
2022-08-03,25.595
2022-08-04,25.75
2022-08-05,23.580000000000002
2022-08-06,23.580000000000002
2022-08-07,23.580000000000002
2022-08-08,25.8925
2022-08-09,22.375
2022-08-10,22.2675
2022-08-11,21.425
2022-08-12,21.677500000000002
2022-08-13,21.677500000000002
2022-08-14,21.677500000000002
2022-08-15,21.9525
2022-08-16,20.275
2022-08-17,20.82
2022-08-18,20.950000000000003
2022-08-19,19.887500000000003
2022-08-20,19.887500000000003
2022-08-21,19.887500000000003
2022-08-22,21.405
2022-08-23,21.14
2022-08-24,20.575000000000003
2022-08-25,19.36
2022-08-26,21.7825
2022-08-27,21.7825
2022-08-28,21.7825
2022-08-29,21.835
2022-08-30,22.86
2022-08-31,23.115000000000002
2022-09-01,23.0775
2022-09-02,23.7
2022-09-03,23.7
2022-09-04,23.7
2022-09-05,23.7
2022-09-06,29.9225
2022-09-07,27.9775
2022-09-08,28.0325
2022-09-09,24.6575
2022-09-10,24.6575
2022-09-11,24.6575
2022-09-12,23.650000000000002
2022-09-13,25.1325
2022-09-14,26.1625
2022-09-15,25.3125
2022-09-16,27.79
2022-09-17,27.79
2022-09-18,27.79
2022-09-19,29.92
2022-09-20,25.525
2022-09-21,29.050000000000004
2022-09-22,29.145
2022-09-23,31.845
2022-09-24,31.845
2022-09-25,31.845
2022-09-26,32.79
2022-09-27,34.0375
2022-09-28,30.8675
2022-09-29,31.295
2022-09-30,31.6675
2022-10-01,31.6675
2022-10-02,31.6675
2022-10-03,33.349999999999994
2022-10-04,29.095000000000002
2022-10-05,28.8025
2022-10-06,29.985
2022-10-07,30.0275
2022-10-08,30.0275
2022-10-09,30.0275
2022-10-10,32.66
2022-10-11,33.292500000000004
2022-10-12,34.0025
2022-10-13,34.224999999999994
2022-10-14,33.605
2022-10-15,33.605
2022-10-16,33.605
2022-10-17,38.224999999999994
2022-10-18,35.067499999999995
2022-10-19,33.2125
2022-10-20,34.052499999999995
2022-10-21,30.755000000000003
2022-10-22,30.755000000000003
2022-10-23,30.755000000000003
2022-10-24,31.975
2022-10-25,34.1225
2022-10-26,30.324999999999996
2022-10-27,29.8575
2022-10-28,30.255000000000003
2022-10-29,30.255000000000003
2022-10-30,30.255000000000003
2022-10-31,30.6175
2022-11-01,28.720000000000002
2022-11-02,30.072499999999998
2022-11-03,32.6175
2022-11-04,30.9325
2022-11-05,30.9325
2022-11-06,30.9325
2022-11-07,31.36
2022-11-08,29.7775
2022-11-09,29.895
2022-11-10,29.177500000000002
2022-11-11,27.562499999999996
2022-11-12,27.562499999999996
2022-11-13,27.562499999999996
2022-11-14,28.1775
2022-11-15,27.689999999999998
2022-11-16,27.575000000000003
2022-11-17,28.6875
2022-11-18,27.535
2022-11-19,27.535
2022-11-20,27.535
2022-11-21,27.99
2022-11-22,26.26
2022-11-23,25.3
2022-11-24,25.3
2022-11-25,24.6825
2022-11-26,24.6825
2022-11-27,24.6825
2022-11-28,25.895000000000003
2022-11-29,25.565
2022-11-30,26.7425
2022-12-01,27.04
2022-12-02,27.2575
2022-12-03,27.2575
2022-12-04,27.2575
2022-12-05,27.5025
2022-12-06,28.314999999999998
2022-12-07,26.615000000000002
2022-12-08,27.11
2022-12-09,25.305
2022-12-10,25.305
2022-12-11,25.305
2022-12-12,24.5125
2022-12-13,21.565
2022-12-14,21.3025
2022-12-15,20.567500000000003
2022-12-16,21.09
2022-12-17,21.09
2022-12-18,21.09
2022-12-19,20.8075
2022-12-20,20.79
2022-12-21,23.322499999999998
2022-12-22,22.380000000000003
2022-12-23,25.505
2022-12-24,25.505
2022-12-25,25.505
2022-12-26,25.505
2022-12-27,23.02
2022-12-28,26.91
2022-12-29,26.442500000000003
2022-12-30,26.72
2022-12-31,26.72
2023-01-01,26.72
2023-01-02,26.72
2023-01-03,26.745
2023-01-04,24.087500000000002
2023-01-05,25.145
2023-01-06,22.692500000000003
2023-01-07,22.692500000000003
2023-01-08,22.692500000000003
2023-01-09,24.3725
2023-01-10,23.815
2023-01-11,22.1325
2023-01-12,23.565
2023-01-13,21.58
2023-01-14,21.58
2023-01-15,21.58
2023-01-16,21.58
2023-01-17,23.0025
2023-01-18,22.6725
2023-01-19,20.987499999999997
2023-01-20,19.78
2023-01-21,19.78
2023-01-22,19.78
2023-01-23,21.37
