Date,pct_change
11/6/2020,0.413650465
11/7/2020,0
11/8/2020,-4.325437693
11/9/2020,0.861141012
11/10/2020,-0.320170758
11/11/2020,0.321199143
11/12/2020,0.640341515
11/13/2020,0
11/14/2020,0
11/15/2020,-0.636267232
11/16/2020,0
11/17/2020,-0.106723586
11/18/2020,-1.068376068
11/19/2020,0.539956803
11/20/2020,0
11/21/2020,0
11/22/2020,-2.040816327
11/23/2020,-1.096491228
11/24/2020,0
11/25/2020,0.110864745
11/26/2020,-1.882613511
11/27/2020,0
11/28/2020,0.338600451
11/29/2020,-0.337457818
11/30/2020,1.58013544
12/1/2020,1.333333333
12/2/2020,0.657894737
12/3/2020,-0.108932462
12/4/2020,0
12/5/2020,0
12/6/2020,0.436205016
12/7/2020,0.760043431
12/8/2020,-1.50862069
12/9/2020,0.656455142
12/10/2020,-0.652173913
12/11/2020,0.437636761
12/12/2020,0
12/13/2020,-0.435729847
12/14/2020,1.312910284
12/15/2020,0
12/16/2020,1.51187905
12/17/2020,0
12/18/2020,-0.319148936
12/19/2020,0
12/20/2020,0
12/21/2020,-0.747065101
12/22/2020,0.107526882
12/23/2020,0
12/24/2020,0
12/25/2020,0.429645542
12/26/2020,0
12/27/2020,0.534759358
12/28/2020,-0.425531915
12/29/2020,0
12/30/2020,0.854700855
12/31/2020,0.211864407
1/1/2021,-0.105708245
1/2/2021,0
1/3/2021,1.904761905
1/4/2021,0.31152648
1/5/2021,-1.552795031
1/6/2021,0
1/7/2021,-0.841219769
1/8/2021,-1.802757158
1/9/2021,0
1/10/2021,-0.323974082
1/11/2021,-0.325027086
1/12/2021,0.326086957
1/13/2021,0
1/14/2021,-0.541711809
1/15/2021,0
1/16/2021,-0.326797386
1/17/2021,0.218579235
1/18/2021,0.436205016
1/19/2021,1.08577633
1/20/2021,0.322234157
1/21/2021,-0.642398287
1/22/2021,0
1/23/2021,0
1/24/2021,0.323275862
1/25/2021,-0.214822771
1/26/2021,-0.322927879
1/27/2021,0
1/28/2021,0.539956803
1/29/2021,0
1/30/2021,0
1/31/2021,0.322234157
2/1/2021,-1.177730193
2/2/2021,0
2/3/2021,-2.275189599
2/4/2021,0.88691796
2/5/2021,-0.21978022
2/6/2021,0
2/7/2021,0.77092511
2/8/2021,-0.109289617
2/9/2021,0.437636761
2/10/2021,-0.762527233
2/11/2021,-0.329308452
2/12/2021,-0.110132159
2/13/2021,0.110253583
2/14/2021,-0.110132159
2/15/2021,-0.992282249
2/16/2021,-0.890868597
2/17/2021,0
2/18/2021,0.449438202
2/19/2021,0
2/20/2021,0
2/21/2021,1.118568233
2/22/2021,0
2/23/2021,-0.774336283
2/24/2021,-0.445930881
2/25/2021,-2.127659574
2/26/2021,0.457665904
2/27/2021,0
2/28/2021,-0.455580866
3/1/2021,0
3/2/2021,-1.14416476
3/3/2021,0
3/4/2021,-0.810185185
3/5/2021,0
3/6/2021,0
3/7/2021,-0.583430572
3/8/2021,1.525821596
3/9/2021,0.693641618
3/10/2021,0
3/11/2021,-0.229621125
3/12/2021,0.575373993
3/13/2021,0
3/14/2021,0.114416476
3/15/2021,-0.114285714
3/16/2021,0
3/17/2021,-0.343249428
3/18/2021,0
3/19/2021,0.688863375
3/20/2021,0
3/21/2021,-0.342075257
3/22/2021,0.114416476
3/23/2021,0
3/24/2021,-0.114285714
3/25/2021,-0.343249428
3/26/2021,0
3/27/2021,0
3/28/2021,-0.918484501
3/29/2021,-1.622247972
3/30/2021,1.177856302
3/31/2021,0.465657742
4/1/2021,0
4/2/2021,0.347624565
4/3/2021,0
4/4/2021,-0.230946882
4/5/2021,0.578703704
4/6/2021,0
4/7/2021,0.575373993
4/8/2021,-0.343249428
4/9/2021,0
4/10/2021,0
4/11/2021,-0.574052813
4/12/2021,0
4/13/2021,0.577367206
4/14/2021,0.45924225
4/15/2021,0.685714286
4/16/2021,0
4/17/2021,0
4/18/2021,0.56753689
4/19/2021,0
4/20/2021,0.451467269
4/21/2021,0
4/22/2021,0.449438202
4/23/2021,0
4/24/2021,0
4/25/2021,0
4/26/2021,0
4/27/2021,0
4/28/2021,-0.67114094
4/29/2021,0
4/30/2021,0
5/1/2021,0
5/2/2021,0
5/3/2021,0
5/4/2021,0.112612613
5/5/2021,0
5/6/2021,1.687289089
5/7/2021,0
5/8/2021,0.110619469
5/9/2021,0.220994475
5/10/2021,-0.220507166
5/11/2021,0
5/12/2021,0
5/13/2021,-0.110497238
5/14/2021,0.221238938
5/15/2021,0
5/16/2021,0.772626932
5/17/2021,0.109529025
5/18/2021,0.656455142
5/19/2021,-0.217391304
5/20/2021,0.326797386
5/21/2021,0.217155266
5/22/2021,0
5/23/2021,0.325027086
5/24/2021,0.431965443
5/25/2021,0
5/26/2021,-0.215053763
5/27/2021,0.323275862
5/28/2021,0.322234157
5/29/2021,0
5/30/2021,0.107066381
5/31/2021,-0.427807487
6/1/2021,0
6/2/2021,-1.074113856
6/3/2021,0.542888165
6/4/2021,0
6/5/2021,0
6/6/2021,0.215982721
6/7/2021,-0.107758621
6/8/2021,0.107874865
6/9/2021,-0.538793103
6/10/2021,-0.108342362
6/11/2021,0
6/12/2021,0
6/13/2021,-0.867678959
6/14/2021,-0.328227571
6/15/2021,-1.975850714
6/16/2021,-2.015677492
6/17/2021,0
6/18/2021,0
6/19/2021,0
6/20/2021,0.571428571
6/21/2021,0
6/22/2021,0.227272727
6/23/2021,0
6/24/2021,0.453514739
6/25/2021,0.338600451
6/26/2021,0
6/27/2021,0
6/28/2021,-0.337457818
6/29/2021,0.112866817
6/30/2021,0
7/1/2021,0.338218715
7/2/2021,0.112359551
7/3/2021,0
7/4/2021,0
7/5/2021,0.673400673
7/6/2021,0
7/7/2021,0.334448161
7/8/2021,-0.333333333
7/9/2021,0
7/10/2021,0
7/11/2021,0.334448161
7/12/2021,0
7/13/2021,0.777777778
7/14/2021,0.33076075
7/15/2021,-0.32967033
7/16/2021,-0.220507166
7/17/2021,0
7/18/2021,-0.331491713
7/19/2021,0.22172949
7/20/2021,-0.442477876
7/21/2021,0.333333333
7/22/2021,-0.110741971
7/23/2021,0
7/24/2021,0
7/25/2021,0
7/26/2021,-0.22172949
7/27/2021,0.222222222
7/28/2021,1.10864745
7/29/2021,-0.438596491
7/30/2021,0
7/31/2021,0
8/1/2021,-0.220264317
8/2/2021,0
8/3/2021,0.441501104
8/4/2021,-0.549450549
8/5/2021,-1.878453039
8/6/2021,0
8/7/2021,0
8/8/2021,-1.914414414
8/9/2021,0
8/10/2021,1.033295063
8/11/2021,0.113636364
8/12/2021,1.362088536
8/13/2021,0
8/14/2021,0
8/15/2021,0.111982083
8/16/2021,0.447427293
8/17/2021,0
8/18/2021,-0.111358575
8/19/2021,0
8/20/2021,-0.334448161
8/21/2021,0
8/22/2021,1.118568233
8/23/2021,0
8/24/2021,-0.774336283
8/25/2021,0
8/26/2021,0.891861761
8/27/2021,0
8/28/2021,0
8/29/2021,-0.110497238
8/30/2021,0
8/31/2021,0
9/1/2021,-0.442477876
9/2/2021,0.666666667
9/3/2021,-0.220750552
9/4/2021,0
9/5/2021,-0.221238938
9/6/2021,-0.66518847
9/7/2021,-0.223214286
9/8/2021,0.33557047
9/9/2021,0
9/10/2021,0
9/11/2021,0
9/12/2021,-0.11148272
9/13/2021,0.446428571
9/14/2021,0
9/15/2021,-1.888888889
9/16/2021,-0.226500566
9/17/2021,0
9/18/2021,0
9/19/2021,0.227014756
9/20/2021,0.906002265
9/21/2021,-0.224466891
9/22/2021,-1.349831271
9/23/2021,0.342075257
9/24/2021,0
9/25/2021,0
9/26/2021,0
9/27/2021,0
9/28/2021,-0.909090909
9/29/2021,0.917431193
9/30/2021,0.227272727
10/1/2021,0
10/2/2021,0
10/3/2021,0
10/4/2021,0
10/5/2021,0
10/6/2021,0
10/7/2021,0.113378685
10/8/2021,0
10/9/2021,0
10/10/2021,-0.339750849
10/11/2021,0.227272727
10/12/2021,1.587301587
10/13/2021,0.223214286
10/14/2021,-1.113585746
10/15/2021,0
10/16/2021,0
10/17/2021,0
10/18/2021,0.112612613
10/19/2021,-0.112485939
10/20/2021,0
10/21/2021,0.337837838
10/22/2021,0
10/23/2021,0
10/24/2021,0.785634119
10/25/2021,-0.779510022
10/26/2021,0
10/27/2021,0.336700337
10/28/2021,-0.559284116
10/29/2021,0
10/30/2021,0
10/31/2021,0
11/1/2021,0.449943757
11/2/2021,-0.78387458
11/3/2021,0.79006772
11/4/2021,0.447928331
11/5/2021,0
11/6/2021,0
11/7/2021,0.11148272
11/8/2021,0.222717149
11/9/2021,1.444444444
11/10/2021,1.423877327
11/11/2021,0.431965443
11/12/2021,-0.215053763
11/13/2021,0
11/14/2021,0.215517241
11/15/2021,-0.430107527
11/16/2021,0.323974082
11/17/2021,0.107642626
11/18/2021,0
11/19/2021,-0.860215054
11/20/2021,0
11/21/2021,-1.084598698
11/22/2021,-0.76754386
11/23/2021,-0.994475138
11/24/2021,0.446428571
11/25/2021,0.777777778
11/26/2021,-0.771775083
11/27/2021,0
11/28/2021,0.444444444
11/29/2021,-1.10619469
11/30/2021,0.33557047
12/1/2021,-0.780379041
12/2/2021,0.674157303
12/3/2021,0
12/4/2021,0
12/5/2021,0
12/6/2021,0
12/7/2021,0
12/8/2021,-0.334821429
12/9/2021,0.335946249
12/10/2021,-0.223214286
12/11/2021,0
12/12/2021,0
12/13/2021,0
12/14/2021,-0.559284116
12/15/2021,1.237345332
12/16/2021,0.333333333
12/17/2021,-0.332225914
12/18/2021,0
12/19/2021,0
12/20/2021,0
12/21/2021,0
12/22/2021,0.333333333
12/23/2021,0
12/24/2021,0
12/25/2021,0
12/26/2021,0
12/27/2021,0.332225914
12/28/2021,-0.331125828
12/29/2021,0.110741971
12/30/2021,0.442477876
12/31/2021,0.440528634
1/1/2022,0
1/2/2022,-0.657894737
1/3/2022,-0.110375276
1/4/2022,0.883977901
1/5/2022,-1.642935378
1/6/2022,0
1/7/2022,0
1/8/2022,0
1/9/2022,0.222717149
1/10/2022,1.111111111
1/11/2022,-0.21978022
1/12/2022,0.220264317
1/13/2022,0
1/14/2022,-0.21978022
1/15/2022,0
1/16/2022,0
1/17/2022,-0.220264317
1/18/2022,1.324503311
1/19/2022,0.217864924
1/20/2022,-0.326086957
1/21/2022,0
1/22/2022,0
1/23/2022,0.218102508
1/24/2022,0.326441785
1/25/2022,0
1/26/2022,-1.952277657
1/27/2022,-0.774336283
1/28/2022,0.334448161
1/29/2022,0
1/30/2022,0.222222222
1/31/2022,0
2/1/2022,0.332594235
2/2/2022,0
2/3/2022,0.331491713
2/4/2022,-0.330396476
2/5/2022,0
2/6/2022,0.331491713
2/7/2022,0.330396476
2/8/2022,0
2/9/2022,0.439077936
2/10/2022,1.639344262
2/11/2022,-0.107526882
2/12/2022,0
2/13/2022,0
2/14/2022,-0.322927879
2/15/2022,0
2/16/2022,2.267818575
2/17/2022,0
2/18/2022,0.211193242
2/19/2022,0.105374078
2/20/2022,-0.315789474
2/21/2022,0
2/22/2022,0
2/23/2022,1.689545935
2/24/2022,-1.661474559
2/25/2022,0
2/26/2022,0.422386484
2/27/2022,0.315457413
2/28/2022,1.257861635
3/1/2022,0
3/2/2022,0.517598344
3/3/2022,1.132852729
3/4/2022,0.916496945
3/5/2022,-0.100908174
3/6/2022,-0.101010101
3/7/2022,3.437815976
3/8/2022,-1.56402737
3/9/2022,0
3/10/2022,0.397219464
3/11/2022,0.296735905
3/12/2022,0
3/13/2022,0.493096647
3/14/2022,-0.785083415
3/15/2022,0
3/16/2022,1.18694362
3/17/2022,-0.391006843
3/18/2022,0
3/19/2022,0
3/20/2022,14.91658489
3/21/2022,-0.426985482
3/22/2022,-3.001715266
3/23/2022,0.707338638
3/24/2022,-0.7023705
3/25/2022,0
3/26/2022,0
3/27/2022,-0.442086649
3/28/2022,-1.065719361
3/29/2022,0
3/30/2022,0.538599641
3/31/2022,-0.982142857
4/1/2022,0
4/2/2022,0
4/3/2022,0
4/4/2022,1.532912534
4/5/2022,-0.710479574
4/6/2022,0.715563506
4/7/2022,0.79928952
4/8/2022,0.176211454
4/9/2022,0.791556728
4/10/2022,1.396160558
4/11/2022,0.774526678
4/12/2022,-0.426985482
4/13/2022,0
4/14/2022,0
4/15/2022,0
4/16/2022,0
4/17/2022,2.658662093
4/18/2022,1.169590643
4/19/2022,4.789430223
4/20/2022,-1.33963751
4/21/2022,0
4/22/2022,0
4/23/2022,0
4/24/2022,0
4/25/2022,1.357827476
4/26/2022,0
4/27/2022,-1.33963751
4/28/2022,2.715654952
4/29/2022,0.855365474
4/30/2022,2.235929067
5/1/2022,-2.187028658
5/2/2022,1.310717039
5/3/2022,1.293759513
5/4/2022,4.733283246
5/5/2022,2.510760402
5/6/2022,-3.21903429
5/7/2022,0
5/8/2022,0
5/9/2022,-2.892263196
5/10/2022,0
5/11/2022,-2.978406552
5/12/2022,-1.304681504
5/13/2022,-0.933125972
5/14/2022,-2.197802198
5/15/2022,-0.963081862
5/16/2022,-0.891410049
5/17/2022,-1.880621423
5/18/2022,0
5/19/2022,-3.333333333
5/20/2022,0.517241379
5/21/2022,0
5/22/2022,2.915951973
5/23/2022,0
5/24/2022,0.5
5/25/2022,-0.497512438
5/26/2022,0
5/27/2022,-1
5/28/2022,0
5/29/2022,-1.430976431
5/30/2022,-1.45175064
5/31/2022,-0.433275563
6/1/2022,0.957354221
6/2/2022,0
6/3/2022,-0.948275862
6/4/2022,0
6/5/2022,0
6/6/2022,0
6/7/2022,-0.087032202
6/8/2022,-0.783972125
6/9/2022,0.790166813
6/10/2022,0
6/11/2022,0
6/12/2022,-0.783972125
6/13/2022,-0.35118525
6/14/2022,0.881057269
6/15/2022,-0.436681223
6/16/2022,0.438596491
6/17/2022,0.349344978
6/18/2022,0
6/19/2022,0
6/20/2022,0
6/21/2022,0.261096606
6/22/2022,0
6/23/2022,-0.260416667
6/24/2022,0
6/25/2022,0
6/26/2022,0
6/27/2022,0
6/28/2022,-1.044386423
6/29/2022,-0.527704485
6/30/2022,0
7/1/2022,0
7/2/2022,0.08841733
7/3/2022,-1.060070671
7/4/2022,-2.053571429
7/5/2022,0
7/6/2022,2.643573382
7/7/2022,1.509769094
7/8/2022,0
7/9/2022,0
7/10/2022,0
7/11/2022,0
7/12/2022,0
7/13/2022,-1.049868766
7/14/2022,0
7/15/2022,0
7/16/2022,0
7/17/2022,-1.503094607
7/18/2022,0.359066427
7/19/2022,0.715563506
7/20/2022,0
7/21/2022,0.444049734
7/22/2022,-0.265251989
7/23/2022,0
7/24/2022,0
7/25/2022,0
7/26/2022,0
7/27/2022,0.620567376
7/28/2022,0.704845815
7/29/2022,1.487314086
7/30/2022,0.862068966
7/31/2022,0.598290598
8/1/2022,0
8/2/2022,0.509770603
8/3/2022,3.38123415
8/4/2022,-0.490596893
8/5/2022,0
8/6/2022,0
8/7/2022,0.65735415
8/8/2022,-1.306122449
8/9/2022,-0.744416873
8/10/2022,-1.166666667
8/11/2022,1.770657673
8/12/2022,0.57995029
8/13/2022,0
8/14/2022,0
8/15/2022,2.55354201
8/16/2022,-0.883534137
8/17/2022,0.891410049
8/18/2022,-0.883534137
8/19/2022,0
8/20/2022,0
8/21/2022,0
8/22/2022,0
8/23/2022,-0.486223663
8/24/2022,0.407166124
8/25/2022,0
8/26/2022,0
8/27/2022,0.567721006
8/28/2022,0
8/29/2022,1.129032258
8/30/2022,1.196172249
8/31/2022,-0.945626478
9/1/2022,1.352426412
9/2/2022,0
9/3/2022,0
9/4/2022,-0.863422292
9/5/2022,0
9/6/2022,0
9/7/2022,0.870942201
9/8/2022,0
9/9/2022,0
9/10/2022,0
9/11/2022,0
9/12/2022,0
9/13/2022,-0.078492936
9/14/2022,0.078554595
9/15/2022,0
9/16/2022,0
9/17/2022,0
9/18/2022,0.313971743
9/19/2022,0.312989045
9/20/2022,2.340093604
9/21/2022,-0.762195122
9/22/2022,0.460829493
9/23/2022,-1.29969419
9/24/2022,0
9/25/2022,0
9/26/2022,-0.232378002
9/27/2022,-0.155279503
9/28/2022,0.155520995
9/29/2022,-0.155279503
9/30/2022,-0.933125972
10/1/2022,-0.863422292
10/2/2022,-2.296120348
10/3/2022,1.458670989
10/4/2022,0
10/5/2022,-2.31629393
10/6/2022,0
10/7/2022,1.880621423
10/8/2022,0
10/9/2022,0.88282504
10/10/2022,0.954653938
10/11/2022,0.394011032
10/12/2022,0.470957614
10/13/2022,0
10/14/2022,-0.46875
10/15/2022,0
10/16/2022,0
10/17/2022,-0.392464678
10/18/2022,0
10/19/2022,0
10/20/2022,0
10/21/2022,0
10/22/2022,0
10/23/2022,1.33963751
10/24/2022,0.388802488
10/25/2022,0.697134005
10/26/2022,5.461538462
10/27/2022,2.334062728
10/28/2022,-0.641482537
10/29/2022,0
10/30/2022,-0.860832138
10/31/2022,0.0723589
11/1/2022,0
11/2/2022,0
11/3/2022,0
11/4/2022,0
11/5/2022,0
11/6/2022,0
11/7/2022,0.361532899
11/8/2022,0
11/9/2022,0
11/10/2022,3.314121037
11/11/2022,1.185495119
11/12/2022,0
11/13/2022,-0.758097864
11/14/2022,0.416666667
11/15/2022,0
11/16/2022,0.553250346
11/17/2022,0.206327373
11/18/2022,1.166781057
11/19/2022,0
11/20/2022,1.560379919
11/21/2022,2.672010688
11/22/2022,1.496421601
11/23/2022,0.705128205
11/24/2022,2.54614895
11/25/2022,2.482929857
11/26/2022,1.059963658
11/27/2022,-0.689241834
11/28/2022,0.694025347
11/29/2022,1.708121067
11/30/2022,3.005303477
12/1/2022,2.288329519
12/2/2022,0
12/3/2022,9.955257271
12/4/2022,0
12/5/2022,3.458799593
12/6/2022,-4.228121927
12/7/2022,-3.18275154
12/8/2022,3.022269353
12/9/2022,0
12/10/2022,0
12/11/2022,0
12/12/2022,0
12/13/2022,0
12/14/2022,0
12/15/2022,0
12/16/2022,5.867215646
12/17/2022,0
12/18/2022,-5.542051531
12/19/2022,1.749871333
12/20/2022,1.163378857
12/21/2022,0
12/22/2022,0
12/23/2022,-4.3
12/24/2022,-1.462904911
12/25/2022,-2.43902439
12/26/2022,-2.5
12/27/2022,0
12/28/2022,1.616499443
12/29/2022,6.582556226
12/30/2022,0
12/31/2022,-1.18373649
1/1/2023,-0.885416667
1/2/2023,0
1/3/2023,5.097214924
1/4/2023,0
1/5/2023,1.45
1/6/2023,0
1/7/2023,0
1/8/2023,1.97141449
1/9/2023,-4.978250362
1/10/2023,0
1/11/2023,0
1/12/2023,0
1/13/2023,0
1/14/2023,0
1/15/2023,5.23906409
1/16/2023,-0.579990333
1/17/2023,0
1/18/2023,0
1/19/2023,0
1/20/2023,-1.118133204
1/21/2023,0
1/22/2023,0
1/23/2023,-0.540806293
1/24/2023,-0.296589224
1/25/2023,0
1/26/2023,-0.297471492
1/27/2023,-0.248632521
1/28/2023,-0.299102692
1/29/2023,-0.55
1/30/2023,-2.31271996
1/31/2023,3.499742666
2/1/2023,0
2/2/2023,-1.939333665
2/3/2023,-0.912778905
2/4/2023,0.614124872
2/5/2023,0
2/6/2023,-0.305188199
2/7/2023,0
2/8/2023,0.867346939
2/9/2023,-0.252908447
2/10/2023,-0.304259635
2/11/2023,0
2/12/2023,-0.305188199
2/13/2023,0
2/14/2023,-0.867346939
2/15/2023,-0.308800823
2/16/2023,0
2/17/2023,-0.258131131
2/18/2023,0
2/19/2023,0
2/20/2023,0
2/21/2023,0
2/22/2023,-0.310559006
2/23/2023,0
2/24/2023,0
2/25/2023,0
2/26/2023,-0.41536864
2/27/2023,0
2/28/2023,3.076120959
3/1/2023,0.556398584
3/2/2023,2.91750503
3/3/2023,2.2971652
3/4/2023,0.191113235
3/5/2023,0.810681927
3/6/2023,-0.804162725
3/7/2023,0
3/8/2023,0.810681927
3/9/2023,0.804162725
3/10/2023,0
3/11/2023,0
3/12/2023,0
3/13/2023,2.956358517
3/14/2023,0
3/15/2023,0
3/16/2023,5.241567912
3/17/2023,4.417496752
3/18/2023,0
3/19/2023,-3.318125259
3/20/2023,-3.432003432
3/21/2023,3.065304309
3/22/2023,0
3/23/2023,0.99137931
3/24/2023,-1.472471191
3/25/2023,0
3/26/2023,1.970976825
3/27/2023,3.398470688
3/28/2023,0
3/29/2023,3.286770748
3/30/2023,2.744630072
3/31/2023,-1.780874952
4/1/2023,-1.773748522
4/2/2023,0
4/3/2023,0.88282504
