Date,avg_oil_price
1/7/2022,80.64
1/8/2022,80.64
1/9/2022,80.64
1/10/2022,79.835
1/11/2022,83.075
1/12/2022,84.17
1/13/2022,83.885
1/14/2022,85.495
1/15/2022,85.495
1/16/2022,85.495
1/17/2022,85.82
1/18/2022,87.125
1/19/2022,88.24
1/20/2022,88.02
1/21/2022,87.455
1/22/2022,87.455
1/23/2022,87.455
1/24/2022,86.11
1/25/2022,88.05
1/26/2022,89.775
1/27/2022,89.155
1/28/2022,89.57
1/29/2022,89.57
1/30/2022,89.57
1/31/2022,90.755
2/1/2022,89.23
2/2/2022,89.795
2/3/2022,91.58
2/4/2022,94.565
2/5/2022,94.565
2/6/2022,94.565
2/7/2022,94.265
2/8/2022,92.695
2/9/2022,92.26
2/10/2022,93.1
2/11/2022,95.3
2/12/2022,95.3
2/13/2022,95.3
2/14/2022,98.59
2/15/2022,95.25
2/16/2022,95.635
2/17/2022,93.53
2/18/2022,93.72
2/19/2022,93.72
2/20/2022,93.72
2/21/2022,95.105
2/22/2022,95.42
2/23/2022,95.715
2/24/2022,97.03
2/25/2022,95.12
2/26/2022,95.12
2/27/2022,95.12
2/28/2022,99.605
3/1/2022,107.295
3/2/2022,114.84
3/3/2022,111.525
3/4/2022,119.815
3/5/2022,119.815
3/6/2022,119.815
3/7/2022,124.14
3/8/2022,128.41
3/9/2022,112.695
3/10/2022,110.235
3/11/2022,113.71
3/12/2022,113.71
3/13/2022,113.71
3/14/2022,106.805
3/15/2022,100.78
3/16/2022,99.73
3/17/2022,108.235
3/18/2022,109.505
3/19/2022,109.505
3/20/2022,109.505
3/21/2022,117.215
3/22/2022,116.28
3/23/2022,121.205
3/24/2022,119.09
3/25/2022,119.435
3/26/2022,119.435
3/27/2022,119.435
3/28/2022,111.025
3/29/2022,108.52
3/30/2022,111.7
3/31/2022,103.91
4/1/2022,102.725
4/2/2022,102.725
4/3/2022,102.725
4/4/2022,105.72
4/5/2022,104.29
4/6/2022,98.6
4/7/2022,97.94
4/8/2022,99.805
4/9/2022,99.805
4/10/2022,99.805
4/11/2022,96.07
4/12/2022,102.47
4/13/2022,106.375
4/14/2022,108.835
4/15/2022,108.835
4/16/2022,108.835
4/17/2022,108.835
4/18/2022,109.535
4/19/2022,104.015
4/20/2022,103.805
4/21/2022,105.545
4/22/2022,104.005
4/23/2022,104.005
4/24/2022,104.005
4/25/2022,99.435
4/26/2022,102.755
4/27/2022,102.63
4/28/2022,105.625
4/29/2022,106.475
4/30/2022,106.475
5/1/2022,106.475
5/2/2022,106.77
5/3/2022,103.735
5/4/2022,109.185
5/5/2022,110.14
5/6/2022,111.79
5/7/2022,111.79
5/8/2022,111.79
5/9/2022,104.875
5/10/2022,101.175
5/11/2022,106.6
5/12/2022,107.105
5/13/2022,111.32
5/14/2022,111.32
5/15/2022,111.32
5/16/2022,114.465
5/17/2022,112.6
5/18/2022,109.855
5/19/2022,112.715
5/20/2022,113.13
5/21/2022,113.13
5/22/2022,113.13
5/23/2022,112.725
5/24/2022,114.16
5/25/2022,114.645
5/26/2022,118
5/27/2022,118.075
5/28/2022,118.075
5/29/2022,118.075
5/30/2022,118.985
5/31/2022,119.955
6/1/2022,118.73
6/2/2022,119.54
6/3/2022,122.325
6/4/2022,122.325
6/5/2022,122.325
6/6/2022,121.7
6/7/2022,123.22
6/8/2022,125.57
6/9/2022,124.995
6/10/2022,124.085
6/11/2022,124.085
6/12/2022,124.085
6/13/2022,124.68
6/14/2022,122.97
6/15/2022,120.14
6/16/2022,121.67
6/17/2022,114.39
6/18/2022,114.39
6/19/2022,114.39
6/20/2022,113.905
6/21/2022,114.5
6/22/2022,110.88
6/23/2022,110.125
6/24/2022,113.215
6/25/2022,113.215
6/26/2022,113.215
6/27/2022,115.565
6/28/2022,117.935
6/29/2022,116.225
6/30/2022,113.77
7/1/2022,114.755
7/2/2022,114.755
7/3/2022,114.755
7/4/2022,116.05
7/5/2022,106.02
7/6/2022,104.425
7/7/2022,109.01
7/8/2022,110.365
7/9/2022,110.365
7/10/2022,110.365
7/11/2022,110.47
7/12/2022,102.335
7/13/2022,102.805
7/14/2022,102.765
7/15/2022,105.925
7/16/2022,105.925
7/17/2022,105.925
7/18/2022,110.875
7/19/2022,110.54
7/20/2022,110.155
7/21/2022,105.625
7/22/2022,102.24
7/23/2022,102.24
7/24/2022,102.24
7/25/2022,104.03
7/26/2022,102.53
7/27/2022,104.835
7/28/2022,104.395
7/29/2022,106.41
7/30/2022,106.41
7/31/2022,106.41
8/1/2022,101.34
8/2/2022,101.825
8/3/2022,97.535
8/4/2022,94.64
8/5/2022,96.04
8/6/2022,96.04
8/7/2022,96.04
8/8/2022,98.49
8/9/2022,98.495
8/10/2022,99.87
8/11/2022,102.105
8/12/2022,99.28
8/13/2022,99.28
8/14/2022,99.28
8/15/2022,95.245
8/16/2022,92.295
8/17/2022,94.035
8/18/2022,94.775
8/19/2022,95
8/20/2022,95
8/21/2022,95
8/22/2022,94.24
8/23/2022,97.975
8/24/2022,97.695
8/25/2022,96.07
8/26/2022,97.38
8/27/2022,97.38
8/28/2022,97.38
8/29/2022,99.265
8/30/2022,95.71
8/31/2022,93.32
9/1/2022,89.665
9/2/2022,90.19
9/3/2022,90.19
9/4/2022,90.19
9/5/2022,90.755
9/6/2022,89.39
9/7/2022,84.665
9/8/2022,86.015
9/9/2022,89.475
9/10/2022,89.475
9/11/2022,89.475
9/12/2022,90.815
9/13/2022,89.94
9/14/2022,90.855
9/15/2022,87.5
9/16/2022,87.5
9/17/2022,87.5
9/18/2022,87.5
9/19/2022,87.79
9/20/2022,87.155
9/21/2022,86.62
9/22/2022,87.21
9/23/2022,81.68
9/24/2022,81.68
9/25/2022,81.68
9/26/2022,79.86
9/27/2022,82.44
9/28/2022,86.08
9/29/2022,85.595
9/30/2022,84.405
10/1/2022,84.405
10/2/2022,84.405
10/3/2022,87.365
10/4/2022,90.305
10/5/2022,91.285
10/6/2022,92.275
10/7/2022,95.975
10/8/2022,95.975
10/9/2022,95.975
10/10/2022,94.365
10/11/2022,92.46
10/12/2022,90.635
10/13/2022,92.375
10/14/2022,89.16
10/15/2022,89.16
10/16/2022,89.16
10/17/2022,88.52
10/18/2022,86.375
10/19/2022,88.67
10/20/2022,88.77
10/21/2022,88.645
10/22/2022,88.645
10/23/2022,88.645
10/24/2022,88.845
10/25/2022,89.345
10/26/2022,91.16
10/27/2022,91.615
10/28/2022,91.245
10/29/2022,91.245
10/30/2022,91.245
10/31/2022,89.92
11/1/2022,91.74
11/2/2022,93.065
11/3/2022,91.715
11/4/2022,96.055
11/5/2022,96.055
11/6/2022,96.055
11/7/2022,95.835
11/8/2022,92.825
11/9/2022,89.42
11/10/2022,90.385
11/11/2022,92.755
11/12/2022,92.755
11/13/2022,92.755
11/14/2022,89.72
11/15/2022,90.585
11/16/2022,89.115
11/17/2022,86.345
11/18/2022,84.5
11/19/2022,84.5
11/20/2022,84.5
11/21/2022,84.09
11/22/2022,84.74
11/23/2022,81.915
11/24/2022,81.76
11/25/2022,79.925
11/26/2022,79.925
11/27/2022,79.925
11/28/2022,80.3
11/29/2022,80.59
11/30/2022,83.045
12/1/2022,83.67
12/2/2022,83.2
12/3/2022,83.2
12/4/2022,83.2
12/5/2022,80.095
12/6/2022,77.065
12/7/2022,74.52
12/8/2022,73.66
12/9/2022,73.71
12/10/2022,73.71
12/11/2022,73.71
12/12/2022,75.48
12/13/2022,77.79
12/14/2022,80.235
12/15/2022,79.115
12/16/2022,77.195
12/17/2022,77.195
12/18/2022,77.195
12/19/2022,78.355
12/20/2022,77.685
12/21/2022,79.21
12/22/2022,78.63
12/23/2022,81.01
12/24/2022,81.01
12/25/2022,81.01
12/26/2022,81.01
12/27/2022,80.95
12/28/2022,80.295
12/29/2022,79.695
12/30/2022,81.49
12/31/2022,81.49
1/1/2023,81.49
1/2/2023,81.49
1/3/2023,78.615
1/4/2023,74.065
1/5/2023,75.17
1/6/2023,75.09
1/7/2023,75.09
1/8/2023,75.09
1/9/2023,76.095
1/10/2023,76.755
1/11/2023,79.285
1/12/2023,80.455
1/13/2023,81.665
1/14/2023,81.665
1/15/2023,81.665
1/16/2023,81.275
1/17/2023,82.315
1/18/2023,81.655
1/19/2023,82.695
1/20/2023,84.115
1/21/2023,84.115
1/22/2023,84.115
1/23/2023,84.58
1/24/2023,82.555
1/25/2023,82.43
1/26/2023,83.465
1/27/2023,82.545
1/28/2023,82.545
1/29/2023,82.545
1/30/2023,81.435
1/31/2023,81.185
2/1/2023,78.975
2/2/2023,78.22
2/3/2023,76.125
2/4/2023,76.125
2/5/2023,76.125
2/6/2023,77.295
2/7/2023,80.045
2/8/2023,81.32
2/9/2023,80.75
2/10/2023,82.6
2/11/2023,82.6
2/12/2023,82.6
2/13/2023,83.06
2/14/2023,82.02
2/15/2023,81.34
2/16/2023,81.145
2/17/2023,79.14
2/18/2023,79.14
2/19/2023,79.14
2/20/2023,79.55
2/21/2023,79.21
2/22/2023,76.75
2/23/2023,78.67
2/24/2023,79.25
2/25/2023,79.25
2/26/2023,79.25
2/27/2023,78.405
2/28/2023,80.045
3/1/2023,80.625
3/2/2023,81.1
3/3/2023,82.68
3/4/2023,82.68
3/5/2023,82.68
3/6/2023,83.125
3/7/2023,80.24
3/8/2023,79.33
3/9/2023,78.3
3/10/2023,79.425
3/11/2023,79.425
3/12/2023,79.425
3/13/2023,77.175
3/14/2023,73.975
3/15/2023,70.84
3/16/2023,70.635
3/17/2023,68.82
3/18/2023,68.82
3/19/2023,68.82
3/20/2023,69.99
3/21/2023,72.09
3/22/2023,73.395
3/23/2023,72.04
3/24/2023,71.425
3/25/2023,71.425
3/26/2023,71.425
3/27/2023,74.835
3/28/2023,75.595
3/29/2023,75.23
3/30/2023,76.385
3/31/2023,77.435
4/1/2023,77.435
4/2/2023,77.435
4/3/2023,83.105
4/4/2023,83.2
4/5/2023,83.29
4/6/2023,83.63
4/7/2023,83.63
4/8/2023,83.63
4/9/2023,83.63
4/10/2023,83.175
4/11/2023,84.43
4/12/2023,85.785
4/13/2023,84.335
4/14/2023,84.945
4/15/2023,84.945
4/16/2023,84.945
4/17/2023,83.28
4/18/2023,83.165
4/19/2023,82.26
4/20/2023,80.28
4/21/2023,80.61
4/22/2023,80.61
4/23/2023,80.61
4/24/2023,81.435
4/25/2023,79.59
4/26/2023,76.76
4/27/2023,77.44
4/28/2023,79.05
4/29/2023,79.05
4/30/2023,79.05
5/1/2023,78.485
5/2/2023,74.21
5/3/2023,70.765
5/4/2023,70.76
5/5/2023,73.585
5/6/2023,73.585
5/7/2023,73.585
5/8/2023,74.49
5/9/2023,75.72
5/10/2023,74.615
5/11/2023,73.065
5/12/2023,72.28
5/13/2023,72.28
5/14/2023,72.28
5/15/2023,73.265
5/16/2023,73
5/17/2023,74.88
5/18/2023,73.785
5/19/2023,73.495
5/20/2023,73.495
5/21/2023,73.495
5/22/2023,73.79
5/23/2023,74.765
5/24/2023,76.18
5/25/2023,73.67
5/26/2023,74.34
5/27/2023,74.34
5/28/2023,74.34
5/29/2023,74.34
5/30/2023,71.415
5/31/2023,70.045
6/1/2023,72.135
6/2/2023,73.88
6/3/2023,73.88
6/4/2023,73.88
6/5/2023,74.375
6/6/2023,73.965
6/7/2023,74.685
6/8/2023,73.58
6/9/2023,72.45
6/10/2023,72.45
6/11/2023,72.45
6/12/2023,69.44
6/13/2023,71.815
6/14/2023,70.805
6/15/2023,73.18
6/16/2023,74.285
6/17/2023,74.285
6/18/2023,74.285
6/19/2023,73.95
6/20/2023,73.365
6/21/2023,74.735
6/22/2023,71.575
6/23/2023,71.235
6/24/2023,71.235
6/25/2023,71.235
